,precip,solar,air,vapor,tem_output
688,0,282.3,2.4,3.5,0.162
689,3.5,79.8,6,7.8,0.185
690,0.6,285.1,-2.1,2.4,0.165
691,0,308.5,-3.3,1.8,0.154
692,0,234.1,1.5,3.2,0.156
693,0,271,1.3,3.4,0.154
694,5.6,28.4,4.3,7.6,0.178
695,11,15.6,5.9,9.2,0.203
696,1,243.5,6.1,6.4,0.2
697,3.8,164.5,8.3,8.7,0.209
698,12.2,21.6,2.3,7.2,0.204
699,7.1,70.1,0.8,6.4,0.191
700,2.3,178.2,4,6.9,0.191
701,5.7,163.4,4.5,6.6,0.196
702,4.5,180.5,3,6.4,0.192
703,2.6,244.3,3,5.8,0.188
704,1.1,267.3,4.4,4.7,0.188
705,0.5,261.4,7.4,5.1,0.197
706,0,304,10.9,5.9,0.21
707,0,248,11.4,7.1,0.216
708,0,322.1,12.1,6.8,0.22
709,3,69.7,10.2,9.6,0.192
710,1,220.2,17,10.5,0.171
711,5.8,59.1,2.6,6.4,0.172
712,0,337.4,-2,2,0.158
713,0,322.8,1.3,2.7,0.15
714,0,88.7,3.3,3.4,0.143
715,3.2,49.4,6.9,8,0.147
716,7,161.7,7,9.7,0.156
717,11.5,58.5,3.9,7.8,0.169
718,0.7,220.3,6.4,6.5,0.153
719,0.6,265,9.6,8,0.145
720,0.9,247.7,9.8,9.1,0.141
721,0.1,228.4,10.3,8.7,0.136
722,0,313.7,9.8,7.3,0.131
723,0.8,104.5,9.2,8.7,0.129
724,0,348.3,14,7,0.12
725,0,338.9,16.1,8.5,0.114
726,0,348.4,14.4,7,0.107
727,1.2,272.4,13.2,8.2,0.107
728,3.4,159,12,11.7,0.119
729,0,239,14.7,11.5,0.11
730,1,279.6,15.3,12.5,0.108
731,1.9,256.7,16,13.7,0.11
732,0,342,18.1,11.5,0.099
733,0,335.3,20.8,10.2,0.085
734,0,280.8,21,10.8,0.07
735,0,272.1,17.7,10.5,0.054
736,0.3,238.1,15.3,8.3,0.035
737,32.8,76,16.2,17.5,0.208
738,7.7,100,14.2,12.5,0.15
739,0,361.4,10.3,6.2,0.132
740,0.5,260.8,15.1,11.4,0.126
741,11.4,317.3,20.5,17.7,0.149
742,0,331,22.9,15.3,0.126
743,15.6,128.4,20.9,24.2,0.163
744,1.8,243.7,21.4,20.6,0.145
745,2.9,208.8,18.3,19.2,0.145
746,35,19.2,12.9,14.8,0.201
747,17.7,19.9,10,12.1,0.207
748,1.1,109.4,11.2,10,0.185
749,0,300,15.4,10.6,0.167
750,0,351.5,18.2,11,0.155
751,0.5,314.9,20.6,15.5,0.148
752,10,277.2,17.7,15,0.163
753,0,352.2,11.1,6.9,0.146
754,0.1,170.1,14.7,10.9,0.14
755,3.6,189.1,22.1,17.1,0.141
756,9,286.5,19.2,15.6,0.153
760,4,315.5,16.5,11.2,0.129
761,0,349.6,19.4,11.6,0.116
762,9,241.6,18.6,18.5,0.142
763,1.8,273.3,12.4,7.8,0.126
764,0,316.2,20.2,11,0.114
765,0.6,256.4,20.1,14,0.108
766,1.8,224,15.7,11.4,0.11
767,0,355.9,16.4,9.1,0.099
768,0,351.4,19.5,12.1,0.091
769,0,349.4,21.6,13.6,0.08
770,0,337.3,22.7,12,0.06
771,1.4,276,23.5,13.3,0.042
772,0,335.5,24.6,13.8,0.015
773,0,339.2,25.3,15.5,0.012
774,8.4,256.7,21.6,21.8,0.061
775,2.3,318.3,19.5,13.5,0.059
776,0,339.1,21.3,13.3,0.038
777,0,330,24.2,14.4,0.013
778,0,250.8,25.7,18.2,0.012
779,9.3,147.8,22.3,23.9,0.07
780,8.4,213.9,18.2,18,0.113
781,0,340.7,16.3,9,0.086
782,6,165.7,18.9,13.8,0.104
783,0,278.8,15.6,10.1,0.085
784,0.8,272.4,14.7,10.1,0.076
785,0.1,283.6,16.1,10.1,0.062
786,16.8,160.8,18,18.3,0.151
787,2.2,80,16.3,17.3,0.119
788,1.3,217.8,12.6,9.6,0.103
789,0.1,257,15.1,9.4,0.09
790,8.3,168.1,13,12,0.123
791,0.1,218.3,12.7,9.2,0.1
792,0.6,188,14.2,11.2,0.093
793,11.3,150.5,15.7,16.2,0.137
794,7,203.9,17.3,15.1,0.131
795,0,313.8,16.4,11.2,0.109
796,3,138,18.9,16.5,0.114
797,10.3,213.7,15.7,14.1,0.139
798,0,300.9,18.5,11.2,0.112
799,8.2,223.5,18.1,16.3,0.134
800,0.1,264.3,17.4,15.7,0.118
801,9,82.1,19,18.2,0.14
802,0,195.2,15.1,13.9,0.123
803,2.3,220.3,13.8,11.4,0.122
804,0.2,215.3,15,11.3,0.113
805,2,251.9,16.6,13.8,0.113
806,0.1,217.4,13.5,10.3,0.105
807,0.1,194.7,14.9,11.1,0.099
808,5.5,184,14.4,13,0.117
809,0.4,173,11,8.5,0.102
810,0,226.7,10.1,8,0.096
811,0,202.7,13.3,11,0.092
812,9.5,65,14.9,15.2,0.13
813,9.7,143.8,15.4,16.2,0.14
814,8.9,117.9,12.1,13.7,0.144
815,0.1,210.3,12.4,10.2,0.126
816,0,223.5,14.4,12.1,0.12
817,0,268,14.9,11.7,0.113
818,0,262.3,16.5,12.5,0.107
819,0,251.5,18.7,13.5,0.099
820,10.3,78.9,17.3,17.5,0.136
821,1.2,184.3,17.5,15.5,0.115
822,11.3,136.7,16.6,18.4,0.146
823,10.3,120.3,15.5,17.4,0.152
824,3.7,111,15.9,15.5,0.145
825,6.2,151.7,14.7,15.2,0.151
826,1.6,113,12.5,11.8,0.142
827,0,200.3,9.2,7.9,0.134
828,0,228.2,11.6,9.5,0.127
829,0,224.9,17.3,13,0.12
830,2.9,174.4,17.5,15.7,0.124
831,0.3,159.2,11.7,10.1,0.116
832,0.4,150.1,8.4,7.8,0.112
833,0,219.3,8.4,8.4,0.11
834,3.5,99.6,16.9,14.7,0.117
835,5.2,176.5,14.7,14,0.125
836,3.1,144.2,20.2,19.7,0.122
837,9.1,133.1,17.8,18.3,0.141
838,1.9,185.7,11.3,10.2,0.127
839,0,205.6,9.9,9.2,0.12
840,0,205,10.7,10.5,0.117
841,0.1,168.7,13.6,11,0.111
842,1.6,147.1,8,8.6,0.113
843,14.1,8.6,6.7,9.4,0.153
844,3.8,106.8,8.5,10,0.138
845,3.1,56.8,9.6,11.6,0.138
846,0.6,97.9,6.5,6.9,0.128
847,0,172,5.9,6.7,0.123
848,3.4,24.5,9.2,10.2,0.13
849,0.1,102.6,7.5,8.8,0.122
850,3,121.2,6.6,8.3,0.127
851,0,141.8,11.4,9.8,0.118
852,34.9,2.2,7.2,10.1,0.191
853,1.6,118.5,6.1,7.4,0.165
854,1.6,125.8,11.6,11,0.158
855,0,151.6,11.3,12.6,0.15
856,0,161.3,17.1,14.9,0.142
857,4,25.1,14.8,14.7,0.147
858,12.6,3.7,6.2,9.3,0.167
859,5.1,54.9,12.2,12.8,0.161
860,2.8,93,3.2,6,0.156
861,0.2,99.9,1.9,4.8,0.148
862,0,158,3.1,6,0.144
863,0,138.8,3.8,7.7,0.143
864,0,150.2,4,6.9,0.14
865,0,148.9,5.1,7,0.137
866,10.3,38.7,6.6,8.1,0.157
867,3,38.1,8.6,11,0.151
868,5,6.5,9.6,11.8,0.161
869,12.3,7.3,8.2,10.5,0.173
870,1.7,36,6.6,8.9,0.16
871,1.3,44.3,5.4,7.9,0.155
872,3.5,30.6,2.1,6.6,0.156
873,2.4,20.1,0,5.5,0.154
874,0.8,23.4,0.7,5.8,0.149
875,0.5,60,2.9,6.3,0.147
876,1.1,54.6,4.1,7.1,0.144
877,0.5,58.3,2.6,5.4,0.139
878,0.4,68.4,2,5.2,0.138
879,0.2,60.9,0.8,4.1,0.133
880,0.4,75.1,-0.2,4.1,0.13
881,0,111.5,-1.5,4.3,0.128
882,0,108.6,-0.4,5.7,0.127
883,2,44.8,4.2,8.1,0.147
884,12.6,2.5,6,9.3,0.163
885,11.6,7.5,4.4,8.2,0.172
886,2.1,54.6,-0.4,5.2,0.16
887,9.2,6.3,-0.7,5.5,0.169
888,0.8,55.4,-4.6,2.8,0.155
889,2.1,76.1,-3.5,3.6,0.149
890,14.3,19.4,-0.9,5.6,0.173
891,11.6,7.2,-0.6,5.6,0.178
892,1.6,35.6,-3,3.8,0.162
893,4.4,49,-3.4,3.7,0.155
894,10.5,18.1,-1.7,5.1,0.15
895,2.6,37.3,-3.4,3.9,0.146
896,0,83.2,-3.3,4.2,0.143
897,1.9,24.5,4.6,7.1,0.167
898,3,23.7,-1.5,4.9,0.153
899,0,40.3,-5.1,2.3,0.146
900,19.8,2,-0.4,5.6,0.181
901,0.8,55.7,-7,2.3,0.161
902,0,76.3,-11.9,1.4,0.155
903,2.5,18.6,-3.6,4,0.151
904,2.1,43.8,-1.7,4.8,0.146
905,2.7,7.8,-0.2,5.7,0.149
906,2.2,36.9,-7,2.9,0.143
907,0.4,63.3,-15.4,1.5,0.141
908,0.1,54.6,-12.1,1.9,0.139
909,4.4,33,-11.4,2.1,0.138
910,0.5,46,-10.5,2.4,0.137
911,0.1,53,-8.1,2.8,0.136
912,0.8,18.7,-0.2,5.6,0.134
913,13.9,3,9.3,11.4,0.2
914,7.6,30.6,0.7,6.2,0.189
915,2.1,26.7,-4,4.1,0.172
916,10.8,2.9,-2.5,4.9,0.163
917,7,12.4,-9,2.4,0.156
918,0.6,28.7,-10,2.1,0.152
919,0.5,35.3,-10.6,2.1,0.148
920,0.6,25.4,-12.8,1.9,0.145
921,0.3,53.4,-17.4,1.3,0.143
922,0.3,35.8,-11,2.1,0.141
923,1.2,22.6,-8.3,2.7,0.139
924,5.1,5.8,-6.7,3.3,0.138
925,4.4,12.8,-9.5,2.8,0.136
926,0.2,43.8,-17,1.4,0.135
927,0.1,43.9,-20.2,1,0.134
928,0,58.1,-23.4,0.8,0.133
929,0,58.8,-22.5,0.8,0.132
930,5.1,12.1,-12.5,1.9,0.131
931,2.1,16.8,-5.9,3.4,0.131
932,0.5,27.7,-8.7,2.8,0.13
933,1.6,22.1,-10.3,2.2,0.129
934,1.2,40.7,-15.5,1.5,0.129
935,0.6,26.6,-18.4,1.1,0.128
936,2,26,-11.7,2.4,0.127
937,1.5,54,-13.5,1.8,0.127
938,0.2,50.6,-13.8,1.8,0.126
939,0.4,28.8,-11.3,1.9,0.126
940,0,35.7,-11.2,2.2,0.125
941,0.3,55,-15.7,1.6,0.125
942,0.6,16.7,-6.2,3.6,0.124
943,1.5,16,-9,2.7,0.124
944,0.2,57.1,-18.4,1.2,0.123
945,0,60.7,-19.9,0.9,0.123
946,0,50.6,-18.3,1.1,0.122
947,0.2,41,-15.7,1.5,0.122
948,0,56.1,-18.8,1.2,0.122
949,3.1,6.3,-9,2.7,0.121
950,8.1,4.4,-7.2,3.2,0.121
951,1.2,35,-14.1,1.6,0.121
952,0.2,52.5,-18.7,1.1,0.12
953,0,63.8,-20.7,1,0.12
954,0.6,18,-11.5,2.3,0.12
955,0.8,38.9,-7.9,2.7,0.119
956,0.6,55.4,-3.4,3.7,0.117
957,4.3,19.4,-1,5.3,0.129
958,2.9,37.2,1.1,6,0.137
959,9.9,14.4,-9.8,2.6,0.128
960,0.2,69.3,-22,0.8,0.126
961,0.1,69.7,-19.6,1,0.125
962,0,68.1,-17.8,1,0.124
963,16.3,2.8,-2.5,4.6,0.123
964,2.2,51.8,-12.7,1.8,0.122
965,2.4,11.2,-10.9,2.5,0.121
966,0.3,37.8,-13.4,1.9,0.121
967,0.2,75.8,-17.1,1.4,0.12
968,2.2,15.4,-7.3,3.2,0.12
969,2.1,30.2,-5.4,3.6,0.118
970,2.7,16.6,-6.4,3.2,0.117
971,0.2,85.5,-16.9,1.3,0.117
972,0,76.5,-8.3,2.5,0.117
973,0.8,37.6,-3.7,3.8,0.115
974,0.1,59.2,-16.9,1.2,0.116
975,1.9,33,-12.5,1.5,0.115
976,8.1,11.5,-6.2,3.3,0.115
977,2.1,35.1,-5,3.8,0.114
978,1,21.1,-3.5,4,0.113
979,6.9,15.9,-3.4,4.4,0.113
980,2.3,58.8,-1.8,4.7,0.112
981,19.2,5.4,-2.6,4.4,0.111
982,2.3,29.4,-5.7,3.5,0.111
983,1.8,34.4,-10.9,2.1,0.111
984,0.4,99.4,-16,1.4,0.111
985,0.1,101.9,-24,0.7,0.111
986,0,117.2,-26.3,0.5,0.111
987,0,96.4,-23.4,0.7,0.111
988,0.1,97.7,-15.9,1.4,0.111
989,0.3,115,-17.6,1.1,0.11
990,0.2,124.6,-22.9,0.7,0.11
991,1.6,86.1,-11.2,2.3,0.11
992,0,120.9,-21.4,0.8,0.11
993,10.9,26.3,-19.7,0.9,0.11
994,0.4,108.3,-25.6,0.5,0.11
995,0.1,134.2,-21.6,0.9,0.109
996,1.2,105.9,-15.4,1.5,0.109
997,0.2,105.1,-18.4,1.1,0.109
998,0.2,88.1,-15.3,1.5,0.109
999,0.8,74.9,-9.1,2.7,0.109
1000,0.9,129.6,-16.8,1.3,0.109
1001,0,140.8,-23.3,0.7,0.108
1002,0.1,152.4,-22.6,0.7,0.108
1003,0.9,92.9,-21.6,0.7,0.108
1004,2.1,107.4,-19.8,0.8,0.108
1005,2.7,75.4,-14.9,1.5,0.108
1006,1.1,141.5,-14,1.6,0.108
1007,2.4,41.3,-12,2,0.107
1008,0.7,103.9,-7.5,2.5,0.107
1009,0.3,114.3,-10.6,2.1,0.107
1010,0.2,149.8,-12.4,1.9,0.107
1011,0.1,159.9,-13.4,1.8,0.107
1012,0,167.1,-14.4,1.5,0.107
1013,2.5,91,-5.3,3.2,0.107
1014,18.5,5.4,0,5.4,0.164
1015,0.3,145.3,-1.1,4.5,0.13
1016,7.2,41.1,1.2,4.5,0.15
1017,0.3,133.3,-2.2,4.2,0.136
1018,8.5,81.5,-0.3,5.2,0.151
1019,3.2,66,-4.8,3.7,0.139
1020,1.2,187.5,-9.8,1.9,0.136
1021,0.2,172.9,-13.5,1.6,0.133
1022,1.3,103.5,-12.6,1.8,0.131
1023,1.9,116,-11.9,2,0.129
1024,0,211,-9.2,2.1,0.127
1025,2.9,48.4,-3.6,4.1,0.125
1026,0.6,163.4,-1.4,4.8,0.123
1027,0.1,160.7,-1.2,4.9,0.121
1028,0,179,-1.4,4.4,0.119
1029,0.5,161.1,-0.6,4.8,0.117
1030,0.1,215.1,-5.1,3.3,0.116
1031,0,222.4,-4.1,3.7,0.114
1032,0,234.6,-1.1,3.8,0.111
1033,0.1,182.7,1.4,4.8,0.124
1034,0,130.9,0.5,4.9,0.121
1035,10.1,34.3,2.8,6.8,0.161
1036,13,26.3,3.7,6.8,0.182
1037,0.1,247.8,-3.2,3.1,0.162
1038,0,151.2,2.2,3.4,0.164
1039,5.1,28.4,1.9,5.4,0.172
1040,1.2,109.9,-0.1,5.2,0.159
1041,1.2,104.5,0.2,5.5,0.155
1042,5.8,209.4,-4.3,3.5,0.148
1043,0.8,175.2,-5.2,3,0.143
1044,0,202.7,-2.5,3.6,0.139
1045,0.3,233.6,1,4.3,0.143
1046,0,273.4,1,4.1,0.144
1047,1.3,200.6,8.4,7.8,0.181
1048,16,22.9,2.3,7.1,0.198
1049,0.1,253.4,0.4,4.7,0.178
1050,2.4,99.8,2.4,6,0.18
1051,1.9,132.1,2.5,5.9,0.179
1052,0,280.7,1.9,5.3,0.174
1053,0,290.2,4.1,5.5,0.18
1054,0,294,6.9,4.9,0.192
1055,0,294.1,4,4.6,0.187
1056,0,296.4,6.2,4.8,0.193
1057,0,288.5,5.5,5.4,0.193
1058,0.5,97.3,5.1,6.5,0.192
1059,0.5,142.5,6,7.8,0.196
1060,6.1,203.9,-2.6,3.4,0.173
1061,0.2,280.3,-2.1,2.2,0.162
1062,0.1,268.3,-4.8,2.3,0.154
1063,0,319.5,-2,2.7,0.148
1064,0,313.9,3.7,4,0.164
1065,0,311.6,7.6,5.9,0.185
1066,0,313.5,9.9,6.8,0.204
1067,0,310.4,7.5,6.4,0.206
1068,3.4,122.7,6.4,9,0.206
1069,8.2,157.7,10.2,10.6,0.221
1070,0.5,146.6,3.5,6.1,0.198
1071,0.4,248.8,0.1,3.4,0.176
1072,0,332.7,0.1,2.7,0.166
1073,0,290.1,5.9,4.3,0.183
1074,0,300.3,14.4,8.3,0.178
1075,0,281.6,12.8,10.1,0.162
1076,1.5,112.7,11.7,12.5,0.157
1077,1.2,150.3,12.3,12.1,0.151
1078,1.1,313.2,14.1,7.8,0.142
1079,0,333,15.3,8,0.133
1080,0,333.5,15.6,9.4,0.128
1081,0.1,280.3,15.4,9.3,0.122
1084,0,202.3,9.8,8.7,0.115
1090,5.9,137.3,12.5,11.5,0.139
1091,2.9,103.7,10,9.5,0.135
1092,0,351.1,11.1,6.9,0.124
1093,0.1,195.7,15,10.3,0.119
1094,1.8,275.8,15.5,11.9,0.119
1095,6.7,81.6,13.3,14,0.137
1096,7.5,191.2,19.4,19.5,0.143
1097,0.4,296.2,14.8,10.1,0.127
1098,1.5,355.1,13.4,8.2,0.122
1099,0,357.7,15.1,7.7,0.112
1100,0,354.1,17.3,10.3,0.105
1101,0,238.7,18.2,12.3,0.1
1102,0,281.4,20.6,13.1,0.092
1103,2.9,281.3,19.9,16.7,0.102
1104,0,294.5,17.8,12.1,0.091
1105,11.8,16.2,9.8,11.8,0.141
1106,5.7,56.1,8.5,10.7,0.133
1107,0.7,208,13.3,11.9,0.119
1108,0.2,252.1,16.1,11.1,0.11
1109,0.1,254.1,14.6,8.1,0.101
1110,0,302.4,15.9,8.4,0.092
1111,0.3,252.5,17.2,10.9,0.084
1112,0,323.8,21.1,12.9,0.071
1113,5.3,193,20.3,21,0.103
1114,13,278.2,23.3,21.4,0.141
1115,4.9,205.9,19.3,18.5,0.126
1116,2,344.7,12.6,7.7,0.113
1117,0,341.8,17.9,9.7,0.099
1118,5.5,112.8,13,12.3,0.12
1119,0,351.4,11.9,6.8,0.101
1120,0.6,253.3,15.3,9.4,0.092
1121,0.4,322.7,16.2,10.8,0.084
1122,0,358.4,18.6,10.1,0.069
1123,8.4,81.1,16.9,15.9,0.114
1124,4.1,194.2,18.6,17.5,0.112
1125,0,202.1,17.2,11.6,0.093
1126,0,303.4,13.5,8.4,0.083
1127,0.4,286.4,11.7,8.4,0.076
1128,19.7,24.3,10.4,11.9,0.171
1129,5.7,244.3,15.3,16.5,0.136
1130,2.8,243.5,16.9,15.1,0.125
1131,11.4,178.4,13.7,12.7,0.148
1132,1.8,172.3,15.6,12.1,0.131
1133,1.2,239.9,18.7,14.2,0.124
1134,0,325.6,23,13.9,0.111
1135,2,159.7,19,13.4,0.111
1136,0,344,17.1,11.3,0.101
1137,0,338.8,20.3,13.4,0.091
1138,0,341,19.2,14,0.084
1139,0.1,299.7,22.7,15,0.07
1140,0,287.3,23.5,19.4,0.059
1141,9.4,193.6,20.3,20.7,0.112
1142,2.4,259.7,19.5,18.9,0.103
1143,8.1,200.2,20.2,21.2,0.126
1144,11.7,302.5,16,11.5,0.141
1145,0,320.3,19.9,11.9,0.107
1146,2,239.6,19.7,16.2,0.108
1147,12.4,309.5,15,10.9,0.141
1148,0,249.8,16.8,11.1,0.113
1149,0.2,285.7,16.1,10.6,0.104
1150,0,297.1,17.9,10.9,0.095
1151,10.3,132.1,16,17.8,0.137
1152,1.1,184.5,19.7,18,0.114
1153,28,65.2,19.1,21.8,0.183
1154,1,283,20.2,19.1,0.149
1155,2.1,258.1,14.5,11.8,0.146
1156,0.1,288.5,15.6,10.3,0.137
1157,0.1,277.6,19.1,14.3,0.129
1158,5.7,156.2,21.1,23,0.141
1159,0.1,212,18.9,13.5,0.126
1160,0,309.5,18.7,13.1,0.118
1161,9.4,170.1,14.9,13.8,0.142
1162,0.5,242,14.6,10,0.122
1163,0.7,162.2,19.7,13.5,0.114
1164,13.5,172.5,15.5,16.9,0.152
1165,0.2,271.8,14.3,10,0.127
1166,6.3,89.9,14.1,14.6,0.141
1167,1.3,226.7,12.3,10.2,0.129
1168,1.4,199.8,11.3,8.9,0.124
1169,0.4,191.3,12,8.6,0.116
1170,0,297.9,13.1,8.9,0.109
1171,14.7,17.2,14.7,14.4,0.152
1172,7.9,122.6,14.2,15.1,0.148
1173,0.8,147.4,14.4,11.4,0.133
1174,0,256.4,17.3,13.1,0.125
1175,0.6,223.5,19.5,15,0.117
1176,3.1,199.4,13.4,11.8,0.123
1177,0,238.3,14.6,9.6,0.111
1178,0,269.2,16,11.1,0.104
1179,2.4,182.2,10.7,9.3,0.11
1180,0.9,181.1,9.3,7.3,0.103
1181,0.2,181.7,8.5,7.3,0.098
1182,0.1,223.3,9.7,7.5,0.093
1183,0,266.3,11,8.4,0.087
1184,14.5,25.2,12.2,12.4,0.148
1185,0.8,157.3,14.3,12.9,0.114
1186,2.9,134.6,12,11.9,0.117
1187,0.1,191,9,7.8,0.107
1188,0,234.9,11.7,10,0.102
1189,0,248.3,11.8,9.9,0.097
1190,0,242.1,13,11.1,0.093
1191,1.2,79.8,12.4,13,0.097
1192,0.2,222,14.6,12.4,0.09
1193,4.2,191.2,13.8,14.6,0.108
1194,3.7,198.3,7.8,8.1,0.109
1195,0,236.8,10.8,7.5,0.093
1196,8,27.5,10.7,12.6,0.126
1197,0.5,177.6,7,6.4,0.104
1198,0.3,175.7,5.9,6.7,0.098
1199,0,223.1,6.7,7.2,0.094
1200,0,222.3,7.1,8,0.092
1201,0,201.7,9.1,8.9,0.088
1202,0,195.5,11.4,10.5,0.085
1203,0,205.2,14.2,12.1,0.08
1204,0,187.1,12.5,12.3,0.079
1205,17.2,25.4,11.4,13.2,0.164
1206,37.1,5.6,11.5,13.5,0.274
1207,12.6,119.5,13.2,14.1,0.188
1208,1.2,92.8,7.1,8.4,0.18
1209,1.6,116.1,5.1,5.6,0.175
1210,0,167.6,5.2,6.2,0.168
1211,6,22.9,8.1,10.6,0.175
1212,6.3,32.6,4.7,7.4,0.177
1213,0.7,128.3,5.1,6.5,0.167
1214,6.5,64.3,5.9,8.4,0.171
1215,8.4,52.9,8.7,10.6,0.176
1216,23.6,25.5,8.8,11.3,0.202
1217,9.1,25.1,3.4,7.3,0.192
1218,0.2,134.8,4.1,5.5,0.173
1219,3.8,63.8,6.5,8.6,0.174
1220,1.5,107.1,8.6,9.8,0.169
1221,0.5,120.8,10.3,10.2,0.165
1222,6.2,30.7,4.7,8,0.174
1223,0.8,104.5,2.6,5.7,0.167
1224,0,161.9,2.1,5.2,0.164
1225,0.4,131.2,6.4,6.8,0.161
1226,1.7,136.7,11.4,8.9,0.159
1227,0,148.4,7.2,5.9,0.155
1228,0,149.1,-0.4,4.4,0.153
1229,6.8,25.7,4.5,7.2,0.164
1230,17.7,4.6,6.5,9.4,0.186
1231,1.1,128.9,0,4.5,0.169
1232,4.2,37.9,1.7,6.2,0.171
1233,1.4,79.6,0.3,5,0.168
1234,0.8,99.4,0.2,5,0.166
1235,0.5,22.6,4,6.6,0.165
1236,9.1,8.2,6.1,9.3,0.176
1237,8.5,7,5.8,9.2,0.18
1238,0.7,63.8,1.4,5.6,0.169
1239,0,108.4,0.2,3.9,0.164
1240,0,126.4,-1.8,4,0.161
1241,0.7,32.4,0.2,5.9,0.16
1242,2.7,35.9,2.2,6.9,0.161
1243,3.5,35.6,1.9,6.7,0.163
1244,1.6,59.2,0.7,5.6,0.157
1245,0.5,60.1,-1.2,4.6,0.151
1246,9.4,13.4,-0.4,5.4,0.166
1247,21.3,6.6,0.3,6.1,0.191
1248,8.6,21.2,-0.6,4.9,0.183
1249,0.8,50.5,0,6,0.169
1250,0.9,83.9,-1.2,4,0.16
1270,0.5,58.2,-4.2,3.3,0.152
1271,0,68.2,-1.2,5.2,0.149
1272,0,69.8,1.1,4.6,0.15
1273,0,60.6,-5.4,3.4,0.145
1274,0,52.3,-0.2,5,0.141
1275,0,58.7,-3.1,4,0.139
1276,0,46.7,-8,2.3,0.136
1277,0,65.4,-7.2,2.2,0.136
1278,9.9,6.1,2.6,7.4,0.169
1279,9,6.2,-0.7,6,0.169
1280,0.4,52.3,-6.8,2.4,0.155
1281,9.9,12.9,-7.7,2.4,0.149
1282,0.5,43.5,-10.2,2.2,0.146
1283,0.9,39.7,-13.8,1.9,0.144
1284,0.2,50.1,-15.1,1.5,0.141
1285,3.1,8.5,-5.9,3.4,0.139
1286,2.2,26,-10.8,2.2,0.138
1287,0.3,54.4,-14.7,1.5,0.136
1288,1.7,16.1,-3.3,4.1,0.135
1289,1.4,23.3,-1.4,4.6,0.133
1290,0.1,50.9,-10.6,2.4,0.132
1291,0,58.7,-9.8,2.3,0.131
1292,6.2,3.3,2.2,6.4,0.157
1293,2,18.6,0.6,5.9,0.15
1294,3.8,11.6,1.5,6.7,0.159
1295,0.5,36,-5.7,3.4,0.148
1296,6.5,12.9,0,5.4,0.157
1297,0.4,36.5,-8.8,2.7,0.147
1298,0.1,44.4,-14.1,1.6,0.144
1299,0.1,21.4,-3.1,3.4,0.142
1300,0.6,33.1,-7.4,2.6,0.138
1301,0,52.8,-10.7,2.2,0.137
1302,5.5,2.1,-2.4,4.8,0.135
1303,2.2,34.4,-3.3,4.1,0.133
1304,0.1,52.4,-6,3.4,0.132
1305,2.2,16.7,-10,2.4,0.131
1306,0.3,40.2,-13.3,1.8,0.13
1307,0.1,55.1,-18.3,1.2,0.129
1308,0,53.9,-16.4,1.2,0.129
1309,0.3,22.3,-8.8,2.4,0.128
1310,0.3,45.7,-9.6,2.5,0.128
1311,11,3,-3.4,4.2,0.126
1312,0.6,50.1,-8.3,2.5,0.125
1313,0.7,19.2,-1.4,4.3,0.123
1314,0.2,36.2,2.1,5.6,0.137
1315,5.5,3.1,2.9,7.1,0.159
1316,7,5.5,0.4,6,0.16
1317,1.1,44.7,-6.4,3.3,0.148
1318,8.3,5.6,-3.8,4.2,0.144
1319,2.6,17.7,-6.3,3.4,0.14
1320,1,24.8,-14.4,1.6,0.138
1321,3.3,17.8,-13.7,1.9,0.136
1322,5,8.7,-7,3.5,0.134
1323,1.1,69.9,-21.6,0.9,0.133
1324,0,54.4,-18.8,1,0.132
1325,0.3,35.1,-22.2,0.8,0.131
1326,0.1,70,-26.3,0.6,0.13
1327,0,75.9,-25.4,0.6,0.129
1328,3.8,23.3,-6.7,2.8,0.128
1329,1.4,15.5,-8.7,2.7,0.127
1330,0.4,71.9,-20.2,0.9,0.127
1331,0.1,77.4,-20.9,0.9,0.126
1332,0.6,25.9,-13.2,1.9,0.125
1333,1.5,22.5,-6.9,3.1,0.125
1334,2,81.1,-21.1,0.8,0.124
1335,0,80.3,-26,0.5,0.124
1336,0.1,68.6,-26.2,0.5,0.123
1337,0,72,-23.2,0.6,0.123
1338,0.1,88.4,-22.6,0.7,0.122
1339,0,93.1,-27.5,0.4,0.122
1340,0,96,-28.1,0.4,0.121
1341,0.4,63.6,-24.3,0.6,0.121
1342,1.2,31.7,-14.8,1.6,0.121
1343,1.7,43.7,-7.5,2.9,0.12
1344,2.7,86.1,-14.5,1.5,0.12
1345,0,105.3,-25.8,0.5,0.12
1346,0.8,42.7,-25.4,0.5,0.119
1347,0.4,96.1,-20.4,0.7,0.119
1348,0.4,91.5,-20.8,0.8,0.119
1349,0.8,63.1,-19.5,0.9,0.118
1350,1.9,40,-15.7,1.2,0.118
1351,0.5,80.2,-19.9,0.9,0.118
1352,0.3,83.7,-19.4,1.1,0.117
1353,0.7,110.4,-22.3,0.7,0.117
1354,0.1,107.8,-24.1,0.6,0.117
1355,0.7,50.2,-20.1,0.9,0.116
1356,6.2,32.4,-19.7,0.9,0.116
1357,2.4,43.6,-17.2,1.1,0.116
1358,0.3,91.5,-14.3,1.5,0.116
1359,0.5,116.3,-21.3,0.8,0.115
1360,0,140.5,-26.1,0.4,0.115
1361,1.2,71.1,-18.3,1.1,0.115
1362,0.1,142.1,-19.9,0.9,0.115
