-74.5,49.5, PREC ,1997,2005,1,50.7,20.8,1.6,-0.0,4.2,3.3,1.0,0.2,0.1,-0.0,0.0,0.5,0.1,4.5,0.2,0.0,20.8,8.3,0.2,0.1,-0.0,0.0,3.9,0.5,0.0,0.1,-0.0,1.6,0.2,-0.0,-0.0,0.0,0.7,0.2,0.0, Global
-74.5,49.5, PREC ,1997,2005,2,34.1,13.9,1.2,-0.0,1.0,0.0,0.2,0.5,0.1,-0.0,4.5,4.4,0.1,-0.0,-0.0,0.9,0.3,4.6,13.9,0.2,0.1,0.2,0.6,0.0,1.0,1.5,0.1,0.0,-0.0,-0.0,0.0,-0.0, Global
-74.5,49.5, PREC ,1997,2005,3,19.2,3.5,0.6,-0.0,0.0,0.2,0.4,0.6,0.1,1.1,0.4,1.5,2.1,0.8,0.6,0.4,1.9,0.6,0.4,2.4,0.1,0.1,0.2,0.0,-0.0,0.8,0.3,0.0,3.5,-0.0,0.5,0.0,-0.0,-0.0,-0.0, Global
-74.5,49.5, PREC ,1997,2005,4,77.8,14.3,2.6,-0.0,5.9,0.6,14.3,6.9,1.7,0.1,-0.0,0.1,0.2,0.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.5,0.6,-0.0,0.0,-0.0,5.6,11.0,1.0,3.8,12.2,7.1,2.3, Global
-74.5,49.5, PREC ,1997,2005,5,56.5,11.5,1.8,-0.0,5.7,4.5,2.6,1.1,0.5,-0.0,0.0,-0.0,3.0,1.0,5.8,0.0,-0.0,-0.0,3.2,7.0,11.5,0.7,0.6,0.9,0.1,-0.0,0.8,-0.0,-0.0,-0.0,1.2,3.4,0.0,1.0,1.9, Global
-74.5,49.5, PREC ,1997,2005,6,156.0,35.0,5.2,-0.0,-0.0,-0.0,0.0,0.0,0.3,32.8,7.7,-0.0,0.5,11.4,-0.0,15.6,1.8,2.9,35.0,17.7,1.1,-0.0,-0.0,0.5,10.0,-0.0,0.1,3.6,9.0,0.0,-0.0,1.8,4.0,-0.0, Global
-74.5,49.5, PREC ,1997,2005,7,79.5,16.8,2.6,-0.0,9.0,1.8,-0.0,0.6,1.8,-0.0,-0.0,-0.0,-0.0,1.4,-0.0,-0.0,8.4,2.3,-0.0,-0.0,0.0,9.3,8.4,-0.0,6.0,0.0,0.8,0.1,16.8,2.2,1.3,0.1,8.3,0.1,0.6, Global
-74.5,49.5, PREC ,1997,2005,8,120.9,11.3,3.9,-0.0,11.3,7.0,-0.0,3.0,10.3,0.0,8.2,0.1,9.0,0.0,2.3,0.2,2.0,0.1,0.1,5.5,0.4,0.0,-0.0,9.5,9.7,8.9,0.1,0.0,-0.0,-0.0,-0.0,10.3,1.2,11.3,10.3, Global
-74.5,49.5, PREC ,1997,2005,9,104.2,34.9,3.5,-0.0,3.7,6.2,1.6,0.0,0.0,-0.0,2.9,0.3,0.4,0.0,3.5,5.2,3.1,9.1,1.9,-0.0,-0.0,0.1,1.6,14.1,3.8,3.1,0.6,0.0,3.4,0.1,3.0,0.0,34.9,1.6, Global
-74.5,49.5, PREC ,1997,2005,10,84.4,12.6,2.7,-0.0,1.6,-0.0,0.0,4.0,12.6,5.1,2.8,0.2,-0.0,0.0,0.0,-0.0,10.3,3.0,5.0,12.3,1.7,1.3,3.5,2.4,0.8,0.5,1.1,0.5,0.4,0.2,0.4,-0.0,-0.0,2.0,12.6, Global
-74.5,49.5, PREC ,1997,2005,11,133.8,19.8,4.5,0.0,11.6,2.1,9.2,0.8,2.1,14.3,11.6,1.6,4.4,10.5,2.6,0.0,1.9,3.0,0.0,19.8,0.8,0.0,2.5,2.1,2.7,2.2,0.4,0.1,4.4,0.5,0.1,0.8,13.9,7.6, Global
-74.5,49.5, PREC ,1997,2005,12,51.1,10.8,1.6,-0.0,2.1,10.8,7.0,0.6,0.5,0.6,0.3,0.3,1.2,5.1,4.4,0.2,0.1,0.0,-0.0,5.1,2.1,0.5,1.6,1.2,0.6,2.0,1.5,0.2,0.4,0.0,0.3,0.6,1.5,0.2,-0.0, Global
-74.5,49.5, PREC ,1997,2006,1,71.9,16.3,2.3,-0.0,-0.0,0.2,-0.0,3.1,8.1,1.2,0.2,-0.0,0.6,0.8,0.6,4.3,2.9,9.9,0.2,0.1,-0.0,16.3,2.2,2.4,0.3,0.2,2.2,2.1,2.7,0.2,0.0,0.8,0.1,1.9,8.1, Global
-74.5,49.5, PREC ,1997,2006,2,56.1,19.2,2.0,-0.0,2.1,1.0,6.9,2.3,19.2,2.3,1.8,0.4,0.1,0.0,0.0,0.1,0.3,0.2,1.6,-0.0,10.9,0.4,0.1,1.2,0.2,0.2,0.8,0.9,0.0,0.1,0.9,2.1, Global
-74.5,49.5, PREC ,1997,2006,3,67.0,18.5,2.2,-0.0,2.7,1.1,2.4,0.7,0.3,0.2,0.1,-0.0,2.5,18.5,0.3,7.2,0.3,8.5,3.2,1.2,0.2,1.3,1.9,0.0,2.9,0.6,0.1,0.0,0.5,0.1,0.0,-0.0,0.1,0.0,10.1, Global
-74.5,49.5, PREC ,1997,2006,4,56.6,16.0,1.9,-0.0,13.0,0.1,-0.0,5.1,1.2,1.2,5.8,0.8,0.0,0.3,-0.0,1.3,16.0,0.1,2.4,1.9,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.5,0.5,6.1,0.2,0.1,-0.0,-0.0,-0.0, Global
-74.5,49.5, PREC ,1997,2006,5,58.7,11.0,1.9,-0.0,-0.0,-0.0,3.4,8.2,0.5,0.4,-0.0,-0.0,0.0,0.0,1.5,1.2,1.1,-0.0,-0.0,0.1,0.1,0.0,0.0,11.0,2.2,2.4,1.7,0.0,5.9,2.9,-0.0,0.1,1.8,6.7,7.5, Global
-74.5,49.5, PREC ,1997,2006,6,68.0,13.0,2.3,-0.0,0.4,1.5,-0.0,-0.0,-0.0,0.0,2.9,0.0,11.8,5.7,0.7,0.2,0.1,-0.0,0.3,0.0,5.3,13.0,4.9,2.0,-0.0,5.5,0.0,0.6,0.4,-0.0,8.4,4.1,0.0,0.0, Global
-74.5,49.5, PREC ,1997,2006,7,134.2,28.0,4.3,-0.0,0.4,19.7,5.7,2.8,11.4,1.8,1.2,0.0,2.0,-0.0,-0.0,-0.0,0.1,0.0,9.4,2.4,8.1,11.7,-0.0,2.0,12.4,0.0,0.2,-0.0,10.3,1.1,28.0,1.0,2.1,0.1,0.1, Global
-74.5,49.5, PREC ,1997,2006,8,88.4,14.7,2.9,-0.0,5.7,0.1,0.0,9.4,0.5,0.7,13.5,0.2,6.3,1.3,1.4,0.4,-0.0,14.7,7.9,0.8,-0.0,0.6,3.1,-0.0,-0.0,2.4,0.9,0.2,0.1,-0.0,14.5,0.8,2.9,0.1,-0.0, Global
-74.5,49.5, PREC ,1997,2006,9,148.6,37.1,5.0,-0.0,-0.0,-0.0,1.2,0.2,4.2,3.7,-0.0,8.0,0.5,0.3,-0.0,-0.0,-0.0,0.0,-0.0,0.0,17.2,37.1,12.6,1.2,1.6,0.0,6.0,6.3,0.7,6.5,8.4,23.6,9.1,0.2, Global
-74.5,49.5, PREC ,1997,2006,10,115.0,21.3,3.7,-0.0,3.8,1.5,0.5,6.2,0.8,-0.0,0.4,1.7,0.0,0.0,6.8,17.7,1.1,4.2,1.4,0.8,0.5,9.1,8.5,0.7,-0.0,-0.0,0.7,2.7,3.5,1.6,0.5,9.4,21.3,8.6,0.8, Global
